clone,100,25,5,1,0.2
WT,9.024590164,8.381481481,6.270627063,4.275,1.87804878
Design10,12.70175439,11.24,8.917085427,5.784313725,3.176265271
FCN5,14.02661597,12.37623762,9.87987988,6.450839329,3.571734475
LCB5,15.08,12.60814249,9.063043478,5.41958042,2.716917923
CNN10,20.935,19.19339623,16.32286996,9.689213894,4.458483755
LCB20,7.429487179,5.652173913,3.197674419,1.013452915,0.321799308
